customer_id,tenure_months,subscription_tier,age_group,region,login_frequency,session_duration,feature_usage_count,days_since_last_login,support_tickets,payment_failures,discount_usage,referrals_made,churned
CUST_005394,10,Standard,56+,North,2.8,38.5,7,0.7,1.0,0,0,0,0
CUST_005395,15,Premium,26-35,East,11.2,25.2,7,1.0,1.0,0,0,2,0
CUST_005396,5,Basic,26-35,North,,15.2,6,1.9,1.0,0,0,0,0
CUST_005397,1,Basic,36-45,North,13.6,89.3,9,5.1,0.0,0,0,2,0
CUST_005398,7,Standard,26-35,West,15.3,43.4,5,4.3,2.0,1,0,0,0
CUST_005399,6,Standard,56+,South,7.3,15.2,7,0.5,1.0,1,0,0,0
CUST_005400,24,Standard,46-55,West,14.8,84.2,7,2.1,3.0,1,0,1,0
CUST_005401,3,Standard,36-45,North,3.5,50.1,12,0.0,0.0,1,0,0,0
CUST_005402,40,Basic,36-45,West,10.2,39.9,7,0.2,1.0,0,1,0,0
CUST_005403,38,Standard,18-25,North,0.5,50.4,8,3.0,0.0,0,0,0,0
CUST_005404,3,Basic,36-45,North,4.5,80.3,5,2.2,0.0,0,0,1,0
CUST_005405,5,Premium,46-55,South,19.1,47.0,8,8.2,1.0,0,1,0,0
CUST_005406,27,Basic,26-35,South,25.5,14.0,6,4.8,1.0,0,1,1,0
CUST_005407,40,Standard,26-35,South,4.0,26.9,7,0.8,1.0,0,0,1,0
CUST_005408,7,Basic,56+,West,10.4,39.4,3,2.6,0.0,1,0,1,0
CUST_005409,4,Basic,26-35,East,1.9,10.8,4,22.2,0.0,2,0,0,1
CUST_005410,8,Basic,36-45,South,3.1,10.3,6,5.1,1.0,2,0,0,1
CUST_005411,13,Standard,18-25,North,11.9,34.2,6,1.1,1.0,0,1,0,0
CUST_005412,3,Standard,26-35,South,3.2,23.4,4,2.4,2.0,0,0,3,0
CUST_005413,16,Premium,46-55,South,9.2,62.6,16,0.2,1.0,0,0,0,0
CUST_005414,1,Basic,26-35,East,4.8,17.8,3,0.6,3.0,4,0,4,1
CUST_005415,1,Standard,36-45,South,5.0,5.4,4,9.3,4.0,2,0,0,1
CUST_005416,5,Standard,26-35,West,8.8,73.6,6,5.6,1.0,0,0,1,0
CUST_005417,5,Basic,26-35,North,9.6,23.9,5,0.6,0.0,0,0,1,0
CUST_005418,4,Basic,56+,East,4.7,27.2,6,0.2,2.0,0,0,0,0
CUST_005419,8,Basic,36-45,East,2.1,13.6,3,2.7,6.0,2,1,0,1
CUST_005420,4,Basic,56+,North,3.3,16.0,13,3.7,3.0,0,1,0,0
CUST_005421,2,Basic,56+,West,3.7,36.8,11,7.2,1.0,0,1,0,0
CUST_005422,4,Standard,56+,East,3.4,34.8,7,1.1,0.0,0,0,0,0
CUST_005423,44,Basic,46-55,East,8.9,59.8,14,2.0,2.0,0,0,0,0
CUST_005424,6,Standard,18-25,South,3.8,14.3,10,0.6,1.0,1,1,3,0
CUST_005425,7,Premium,56+,West,14.4,32.3,12,0.7,3.0,1,0,0,0
CUST_005426,10,Standard,18-25,East,7.4,15.3,8,0.7,5.0,0,0,2,0
CUST_005427,49,Standard,18-25,South,10.9,13.5,10,1.9,6.0,0,0,0,0
CUST_005428,3,Basic,18-25,North,4.2,2.3,4,2.4,1.0,2,0,0,1
CUST_005429,13,Premium,26-35,North,11.7,27.5,8,0.2,1.0,0,0,0,0
CUST_005430,15,Basic,36-45,North,16.6,15.7,8,0.3,0.0,0,1,0,0
CUST_005431,11,Standard,26-35,West,15.5,28.2,8,3.0,4.0,1,0,1,0
CUST_005432,1,Premium,18-25,South,15.5,31.4,14,3.0,2.0,0,0,0,0
CUST_005433,13,Standard,36-45,West,15.3,21.9,2,4.6,2.0,0,1,2,0
CUST_005434,1,Standard,26-35,North,3.8,41.2,8,3.4,3.0,0,0,0,0
CUST_005435,10,Basic,46-55,South,3.1,21.8,6,8.8,3.0,5,0,0,1
CUST_005436,16,Basic,26-35,West,3.2,31.0,5,20.2,3.0,2,1,0,1
CUST_005437,2,Standard,26-35,North,9.9,26.1,8,0.7,2.0,0,0,0,0
CUST_005438,22,Basic,26-35,East,1.0,7.5,5,8.3,0.0,2,0,1,1
CUST_005439,1,Standard,26-35,West,5.1,30.9,3,17.6,3.0,2,1,0,1
CUST_005440,22,Basic,36-45,West,12.6,36.4,13,0.1,3.0,0,0,1,0
CUST_005441,7,Premium,36-45,West,18.4,21.1,7,1.2,1.0,0,0,0,0
CUST_005442,2,Basic,26-35,West,1.0,7.6,1,19.5,1.0,0,0,1,1
CUST_005443,1,Standard,26-35,East,1.2,8.3,4,38.5,0.0,0,0,1,1
CUST_005444,36,Standard,26-35,North,4.6,,4,1.1,0.0,0,0,0,0
CUST_005445,1,Basic,56+,East,26.1,67.7,6,5.7,2.0,1,0,0,0
CUST_005446,2,Basic,26-35,West,10.4,20.5,7,0.2,1.0,0,1,0,0
CUST_005447,5,Basic,46-55,East,2.4,35.9,11,1.8,2.0,0,0,0,0
CUST_005448,11,Basic,46-55,South,10.9,,3,1.3,0.0,0,1,0,0
CUST_005449,9,Basic,18-25,East,8.8,26.3,9,2.7,1.0,0,0,1,0
CUST_005450,1,Basic,56+,East,12.0,21.0,10,6.1,2.0,0,1,0,0
CUST_005451,4,Standard,46-55,North,7.7,25.8,6,0.4,2.0,1,1,0,0
CUST_005452,3,Basic,36-45,East,4.0,19.5,4,7.2,1.0,4,0,1,1
CUST_005453,2,Premium,26-35,East,3.4,21.7,4,7.0,3.0,4,0,0,1
CUST_005454,6,Standard,36-45,East,30.0,39.8,2,4.4,0.0,0,1,1,0
CUST_005455,14,Basic,26-35,South,6.0,44.6,16,2.2,1.0,1,1,1,0
CUST_005456,2,Basic,18-25,North,7.1,23.5,6,0.8,2.0,0,0,1,0
CUST_005457,5,Premium,46-55,East,8.0,50.4,15,0.1,1.0,0,1,1,0
CUST_005458,5,Basic,46-55,East,0.4,29.7,4,21.4,1.0,0,0,1,1
CUST_005459,44,Standard,26-35,South,2.2,24.1,2,0.2,,0,1,0,0
CUST_005460,37,Standard,46-55,South,9.1,39.8,7,2.6,1.0,0,0,0,0
CUST_005461,19,Basic,46-55,South,5.8,33.0,8,1.1,2.0,0,0,0,0
CUST_005462,3,Standard,26-35,South,0.8,34.3,4,7.6,3.0,4,0,0,1
CUST_005463,1,Basic,26-35,West,13.2,41.9,9,0.1,0.0,0,0,1,0
CUST_005464,4,Basic,26-35,West,12.9,14.7,10,3.9,0.0,0,0,0,0
CUST_005465,3,Standard,46-55,West,11.5,15.3,6,0.9,2.0,1,1,1,0
CUST_005466,8,Standard,46-55,East,8.6,21.8,8,2.7,4.0,0,0,0,0
CUST_005467,18,Premium,18-25,East,34.1,35.3,9,1.4,0.0,0,0,0,0
CUST_005468,23,Standard,36-45,North,5.5,16.4,8,0.7,4.0,0,1,0,0
CUST_005469,22,Standard,46-55,East,8.5,25.1,8,1.2,1.0,0,1,0,0
CUST_005470,5,Standard,46-55,South,2.9,50.8,9,3.3,0.0,0,0,0,0
CUST_005471,13,Basic,18-25,East,1.9,50.8,6,0.0,0.0,0,1,0,0
CUST_005472,4,Standard,36-45,South,20.7,26.7,9,2.1,,0,0,1,0
CUST_005473,1,Standard,46-55,North,11.5,17.9,2,0.6,2.0,0,0,2,0
CUST_005474,14,Basic,26-35,North,10.4,38.6,10,2.7,1.0,0,1,0,0
CUST_005475,1,Standard,26-35,West,29.5,51.6,9,5.1,0.0,0,0,2,0
CUST_005476,6,Basic,46-55,South,1.5,36.0,13,2.2,3.0,0,1,0,0
CUST_005477,4,Standard,18-25,South,2.4,29.2,8,1.6,2.0,0,0,2,0
CUST_005478,14,Standard,46-55,West,26.1,,9,2.7,1.0,1,0,0,0
CUST_005479,17,Premium,26-35,East,6.6,15.8,9,1.7,0.0,5,0,0,1
CUST_005480,4,Basic,18-25,North,8.6,49.8,9,0.0,0.0,0,1,0,0
CUST_005481,20,Standard,26-35,North,6.1,23.0,5,3.9,0.0,0,0,0,0
CUST_005482,4,Basic,18-25,South,4.2,11.9,6,10.5,3.0,2,0,1,1
CUST_005483,7,Standard,18-25,East,11.0,64.1,7,3.6,1.0,1,1,0,0
CUST_005484,15,Standard,36-45,West,19.4,19.4,9,8.5,2.0,0,1,0,0
CUST_005485,14,Standard,26-35,South,23.7,22.4,3,0.3,2.0,2,1,1,0
CUST_005486,52,Standard,56+,West,14.3,41.8,10,0.3,1.0,0,0,0,0
CUST_005487,3,Premium,36-45,North,3.4,7.7,3,3.7,1.0,2,1,1,1
CUST_005488,13,Basic,36-45,North,16.7,47.6,6,3.0,1.0,0,0,0,0
CUST_005489,11,Basic,26-35,West,10.9,76.0,11,2.3,5.0,1,1,0,0
CUST_005490,29,Standard,36-45,North,10.1,24.6,4,1.3,1.0,0,0,0,0
CUST_005491,2,Basic,36-45,West,4.9,17.5,10,1.3,4.0,0,1,0,0
CUST_005492,16,Basic,18-25,East,3.9,11.5,4,3.4,0.0,4,1,0,1
CUST_005493,10,Standard,46-55,North,5.7,23.4,9,0.1,0.0,0,0,0,0
CUST_005494,3,Basic,26-35,South,0.8,52.2,9,2.9,2.0,0,0,0,0
CUST_005495,7,Basic,18-25,East,9.9,45.2,6,0.9,1.0,0,0,2,0
CUST_005496,4,Standard,36-45,West,26.6,36.0,8,0.9,1.0,1,0,0,0
CUST_005497,10,Basic,36-45,South,2.4,17.1,2,10.4,0.0,2,0,0,1
CUST_005498,26,Basic,26-35,South,10.3,14.3,7,3.0,1.0,0,0,0,0
CUST_005499,10,Basic,46-55,North,3.4,29.6,6,2.4,1.0,0,0,2,0
CUST_005500,11,Premium,36-45,East,23.3,18.3,9,1.4,2.0,0,1,0,0
CUST_005501,8,Premium,36-45,North,29.8,24.8,12,1.9,0.0,1,0,0,0
CUST_005502,1,Standard,26-35,North,1.1,28.6,13,5.1,0.0,0,0,0,0
CUST_005503,3,Basic,56+,West,7.1,31.3,11,1.4,0.0,0,0,1,0
CUST_005504,8,Premium,26-35,South,8.8,53.0,14,1.1,1.0,1,0,1,0
CUST_005505,4,Standard,36-45,North,7.0,39.3,8,1.4,3.0,0,0,0,0
CUST_005506,2,Standard,26-35,East,14.8,67.7,9,1.2,2.0,1,0,3,0
CUST_005507,8,Standard,46-55,West,6.8,19.6,4,3.3,2.0,0,1,1,0
CUST_005508,4,Basic,18-25,North,17.6,40.0,9,10.8,0.0,0,0,3,0
CUST_005509,3,Basic,18-25,North,0.8,35.7,9,0.1,1.0,0,0,0,0
CUST_005510,7,Basic,46-55,North,9.4,37.2,9,3.1,0.0,0,0,0,0
CUST_005511,1,Basic,26-35,North,10.1,51.2,7,1.9,0.0,1,1,2,0
CUST_005512,31,Standard,26-35,East,1.3,21.5,6,19.0,1.0,2,1,1,1
CUST_005513,24,Premium,36-45,East,36.6,33.0,16,1.4,3.0,0,0,0,0
CUST_005514,14,Standard,46-55,East,6.2,39.0,6,0.2,3.0,1,0,0,0
CUST_005515,1,Basic,26-35,East,13.2,21.7,12,1.7,2.0,0,0,0,0
CUST_005516,17,Basic,26-35,West,4.4,20.2,7,0.5,0.0,0,1,1,0
CUST_005517,19,Basic,56+,East,1.8,7.9,4,1.5,6.0,2,0,0,1
CUST_005518,17,Basic,36-45,West,,58.7,6,6.6,4.0,1,1,0,0
CUST_005519,1,Basic,26-35,South,4.1,78.1,5,2.2,4.0,0,1,0,0
CUST_005520,12,Standard,46-55,West,3.5,24.8,5,14.4,3.0,2,0,2,1
CUST_005521,21,Basic,36-45,South,4.8,,9,1.4,1.0,0,0,0,0
CUST_005522,10,Premium,26-35,South,20.8,40.5,5,3.7,2.0,0,1,0,0
CUST_005523,12,Basic,26-35,West,5.8,32.0,14,4.7,0.0,0,1,0,0
CUST_005524,7,Standard,26-35,North,1.5,23.1,3,0.2,3.0,2,0,0,1
CUST_005525,9,Standard,46-55,East,5.5,12.3,5,15.1,9.0,2,1,0,1
CUST_005526,1,Basic,18-25,East,22.7,30.2,9,0.1,0.0,1,0,0,0
CUST_005527,12,Standard,26-35,West,15.4,41.2,7,0.1,0.0,0,1,1,0
CUST_005528,1,Standard,46-55,East,15.7,36.0,10,4.6,3.0,0,0,0,0
CUST_005529,6,Standard,18-25,South,2.5,22.5,6,2.0,6.0,2,0,0,1
CUST_005530,4,Standard,36-45,South,9.6,26.3,8,1.8,1.0,0,0,0,0
CUST_005531,9,Basic,26-35,West,6.2,20.6,3,0.9,1.0,0,0,0,0
CUST_005532,1,Standard,36-45,South,1.6,28.1,5,8.2,4.0,2,1,1,1
CUST_005533,14,Premium,26-35,West,16.8,6.2,11,1.6,4.0,0,0,1,0
CUST_005534,19,Basic,18-25,North,10.3,61.5,17,2.6,1.0,1,0,1,0
CUST_005535,2,Basic,36-45,North,3.7,14.6,3,8.0,1.0,2,0,0,1
CUST_005536,1,Premium,36-45,South,28.2,40.6,8,1.5,4.0,0,0,1,0
CUST_005537,1,Basic,36-45,East,1.0,17.6,5,0.5,1.0,2,1,1,1
CUST_005538,25,Standard,36-45,South,12.7,68.2,10,6.4,0.0,0,0,1,0
CUST_005539,9,Standard,36-45,North,5.7,13.4,4,3.3,0.0,4,1,0,1
CUST_005540,7,Standard,36-45,North,1.4,67.7,7,2.2,4.0,0,0,0,0
CUST_005541,1,Basic,36-45,South,11.1,38.3,6,10.9,1.0,0,1,0,0
CUST_005542,12,Basic,36-45,North,0.9,32.6,3,2.0,3.0,4,1,2,1
CUST_005543,24,Basic,36-45,North,5.9,47.4,7,0.5,0.0,1,0,0,0
CUST_005544,21,Standard,36-45,West,3.2,12.9,5,6.4,7.0,2,0,0,1
CUST_005545,11,Standard,26-35,South,2.3,4.0,3,2.1,4.0,4,1,1,1
CUST_005546,1,Standard,26-35,South,4.4,21.9,7,5.8,2.0,0,0,2,0
CUST_005547,1,Standard,26-35,West,2.4,2.6,4,12.4,,0,0,0,1
CUST_005548,1,Basic,56+,South,9.0,26.4,10,0.3,,1,1,0,0
CUST_005549,3,Basic,46-55,West,17.1,61.2,7,12.4,2.0,1,0,0,0
CUST_005550,1,Standard,36-45,South,11.9,13.7,7,4.3,2.0,0,0,1,0
CUST_005551,3,Basic,26-35,South,6.9,17.7,2,0.4,1.0,4,1,1,1
CUST_005552,5,Basic,18-25,South,10.9,15.8,4,26.8,4.0,2,0,0,1
CUST_005553,34,Basic,46-55,East,19.0,57.3,6,0.1,0.0,0,0,0,0
CUST_005554,11,Basic,46-55,East,13.5,5.7,11,0.5,1.0,0,0,0,0
CUST_005555,21,Basic,18-25,North,2.4,51.7,10,0.9,1.0,1,0,2,0
CUST_005556,14,Standard,46-55,West,5.7,9.7,9,3.0,0.0,0,0,1,0
CUST_005557,1,Premium,26-35,South,1.8,49.9,7,7.1,0.0,0,0,0,0
CUST_005558,15,Premium,26-35,North,3.4,32.8,8,0.8,5.0,0,0,0,0
CUST_005559,3,Premium,46-55,East,4.7,15.8,5,2.8,7.0,2,0,0,1
CUST_005560,12,Premium,36-45,West,13.1,38.8,7,0.4,0.0,1,1,0,0
CUST_005561,5,Standard,46-55,South,17.3,19.1,13,2.5,4.0,1,1,0,0
CUST_005562,60,Basic,18-25,North,14.0,26.0,7,4.2,1.0,0,0,1,0
CUST_005563,3,Standard,26-35,West,20.6,63.9,7,1.9,3.0,0,0,3,0
CUST_005564,3,Basic,26-35,West,,9.6,3,2.1,0.0,2,0,0,1
CUST_005565,32,Basic,26-35,North,20.0,9.4,6,1.1,0.0,0,0,0,0
CUST_005566,1,Basic,36-45,West,5.9,10.0,3,10.9,1.0,2,0,1,1
CUST_005567,14,Standard,26-35,South,15.5,25.9,9,5.0,2.0,0,0,0,0
CUST_005568,15,Basic,26-35,West,4.9,15.4,3,6.7,1.0,4,0,0,1
CUST_005569,21,Basic,26-35,East,11.6,18.9,7,2.7,4.0,0,0,0,0
CUST_005570,44,Basic,46-55,West,8.5,46.9,12,0.8,1.0,1,1,2,0
CUST_005571,44,Premium,36-45,West,,70.1,15,5.7,0.0,0,1,1,0
CUST_005572,1,Standard,36-45,North,4.5,9.9,2,5.3,1.0,2,0,0,1
CUST_005573,20,Premium,26-35,North,16.8,23.8,5,5.9,1.0,0,0,0,0
CUST_005574,12,Basic,26-35,East,25.2,20.8,9,0.7,0.0,0,0,1,0
CUST_005575,12,Basic,18-25,North,2.4,22.9,5,5.9,1.0,2,1,0,1
CUST_005576,1,Standard,18-25,South,4.9,10.9,7,3.4,3.0,0,0,1,0
CUST_005577,12,Basic,26-35,West,5.9,32.7,7,2.2,3.0,0,1,0,0
CUST_005578,48,Standard,18-25,South,21.3,22.8,3,0.1,2.0,0,0,0,0
CUST_005579,29,Standard,36-45,South,17.4,18.2,13,1.8,1.0,0,1,0,0
CUST_005580,6,Standard,56+,South,10.0,59.8,4,2.3,0.0,0,0,0,0
CUST_005581,1,Premium,18-25,East,5.8,14.2,2,5.7,1.0,4,1,0,1
CUST_005582,5,Basic,46-55,North,3.5,20.3,11,1.3,2.0,0,0,1,0
CUST_005583,21,Basic,18-25,South,1.0,37.9,4,11.5,4.0,2,0,0,1
CUST_005584,14,Standard,36-45,West,6.8,28.4,16,2.7,1.0,1,1,2,0
CUST_005585,7,Basic,36-45,West,1.6,35.3,4,16.8,4.0,2,0,1,1
CUST_005586,1,Basic,56+,West,16.7,43.6,16,2.7,1.0,0,0,0,0
CUST_005587,6,Basic,18-25,West,4.7,9.3,3,5.8,1.0,2,0,0,1
CUST_005588,7,Basic,26-35,South,4.1,16.6,4,10.5,1.0,2,0,1,1
CUST_005589,31,Basic,18-25,East,2.8,33.8,10,5.0,2.0,0,1,0,0
CUST_005590,12,Basic,26-35,South,6.0,59.8,7,2.0,2.0,0,0,0,0
CUST_005591,4,Standard,56+,North,4.2,10.3,5,0.3,1.0,5,0,0,1
CUST_005592,8,Standard,46-55,South,21.5,39.8,5,4.6,0.0,0,0,0,0
CUST_005593,1,Standard,46-55,North,8.7,,7,3.9,0.0,2,1,1,0
CUST_005594,43,Standard,36-45,South,12.2,21.0,7,7.6,1.0,0,1,0,0
CUST_005595,5,Basic,46-55,South,4.4,30.7,9,1.7,3.0,0,0,0,0
CUST_005596,7,Basic,26-35,East,7.4,29.2,9,2.9,1.0,1,0,0,0
CUST_005597,5,Basic,18-25,South,2.4,40.8,15,2.6,3.0,0,1,0,0
CUST_005598,13,Standard,46-55,East,19.0,28.3,5,1.7,1.0,0,0,0,0
CUST_005599,13,Standard,26-35,East,16.2,31.4,9,2.5,2.0,1,0,0,0
CUST_005600,15,Basic,18-25,West,24.6,32.6,8,1.7,1.0,1,0,0,0
CUST_005601,3,Basic,18-25,North,4.1,8.3,4,1.2,1.0,4,1,0,1
CUST_005602,4,Premium,36-45,East,1.9,77.7,7,2.2,1.0,1,0,1,0
CUST_005603,1,Standard,36-45,East,7.6,29.4,13,0.5,2.0,0,1,1,0
CUST_005604,12,Standard,26-35,West,4.5,9.5,10,3.1,4.0,0,0,1,0
CUST_005605,1,Basic,46-55,South,9.4,61.2,10,4.3,1.0,1,1,0,0
CUST_005606,10,Basic,46-55,South,8.6,33.7,5,0.5,1.0,0,0,0,0
CUST_005607,24,Standard,56+,North,6.8,26.2,11,0.9,2.0,1,1,0,0
CUST_005608,26,Standard,36-45,South,4.3,39.9,10,0.9,0.0,0,0,0,0
CUST_005609,7,Standard,46-55,East,16.4,22.8,11,0.9,1.0,1,0,1,0
CUST_005610,7,Standard,46-55,West,3.7,65.0,3,4.8,1.0,0,0,1,0
CUST_005611,1,Standard,26-35,South,9.7,13.3,4,1.4,0.0,0,0,1,0
CUST_005612,13,Standard,26-35,North,23.3,59.4,11,1.7,1.0,2,0,0,0
CUST_005613,20,Basic,36-45,South,7.8,16.5,5,25.3,3.0,2,0,0,1
CUST_005614,3,Basic,18-25,North,2.0,35.5,2,7.0,3.0,2,0,0,1
CUST_005615,6,Premium,26-35,West,15.2,51.0,15,0.9,1.0,1,0,0,0
CUST_005616,21,Basic,36-45,West,2.2,24.6,10,0.9,1.0,0,1,1,0
CUST_005617,25,Standard,18-25,South,3.5,17.0,9,0.1,,0,0,0,0
CUST_005618,3,Standard,18-25,North,6.6,10.6,14,0.4,1.0,0,0,0,0
CUST_005619,9,Premium,36-45,West,10.8,25.7,8,2.8,0.0,0,0,0,0
CUST_005620,2,Basic,46-55,North,7.5,33.4,5,47.4,4.0,4,0,1,1
CUST_005621,1,Basic,46-55,East,7.0,70.7,6,3.4,0.0,0,0,1,0
CUST_005622,29,Standard,36-45,West,8.4,31.0,7,1.4,2.0,1,0,0,0
CUST_005623,20,Standard,36-45,East,14.5,6.0,7,8.9,1.0,0,0,0,0
CUST_005624,17,Standard,26-35,North,4.2,18.9,8,0.7,1.0,0,0,1,0
CUST_005625,1,Basic,26-35,North,22.8,10.2,5,2.3,3.0,1,0,0,0
CUST_005626,22,Basic,18-25,West,19.8,43.5,12,4.9,2.0,1,1,0,0
CUST_005627,6,Standard,46-55,North,4.5,13.6,1,10.3,0.0,2,0,1,1
CUST_005628,5,Premium,36-45,South,20.4,31.6,15,7.9,1.0,1,1,0,0
CUST_005629,9,Premium,46-55,West,13.6,27.3,11,0.1,0.0,1,0,0,0
CUST_005630,1,Basic,46-55,West,3.9,13.6,5,22.0,4.0,0,0,0,1
CUST_005631,16,Basic,26-35,South,10.3,10.8,8,1.0,3.0,0,1,1,0
CUST_005632,10,Basic,36-45,North,16.5,12.7,10,0.1,4.0,0,0,0,0
CUST_005633,2,Premium,26-35,East,11.6,24.6,6,36.4,1.0,2,0,1,1
CUST_005634,2,Standard,26-35,South,2.4,15.9,5,13.1,3.0,2,0,0,1
CUST_005635,2,Basic,36-45,South,8.1,19.0,7,0.6,0.0,0,0,1,0
CUST_005636,1,Basic,56+,West,3.0,76.9,6,0.8,4.0,1,0,0,0
CUST_005637,10,Standard,46-55,North,12.3,40.1,6,3.9,1.0,0,0,1,0
CUST_005638,22,Basic,56+,North,13.7,17.3,9,8.7,3.0,0,1,0,0
CUST_005639,1,Standard,18-25,South,11.6,20.1,12,3.6,1.0,0,0,0,0
CUST_005640,1,Standard,18-25,South,15.0,14.9,5,2.1,3.0,5,0,0,1
CUST_005641,10,Basic,18-25,East,4.8,21.8,3,5.6,6.0,2,0,0,1
CUST_005642,20,Basic,26-35,West,0.6,11.2,4,0.4,6.0,4,0,1,1
CUST_005643,4,Premium,26-35,East,12.8,36.6,9,0.8,0.0,2,0,2,0
CUST_005644,5,Basic,36-45,East,3.9,54.4,15,8.6,2.0,0,1,0,0
CUST_005645,10,Basic,36-45,East,14.7,26.6,7,1.0,0.0,0,0,0,0
CUST_005646,3,Premium,56+,South,25.3,30.3,7,1.3,2.0,0,1,1,0
CUST_005647,1,Standard,56+,South,6.9,16.6,5,2.2,1.0,0,0,0,0
CUST_005648,15,Standard,26-35,East,8.5,42.4,7,1.1,0.0,1,0,0,0
CUST_005649,11,Basic,46-55,North,10.6,32.3,6,0.4,0.0,0,1,0,0
CUST_005650,10,Basic,36-45,South,5.2,9.8,4,3.7,0.0,4,1,0,1
CUST_005651,16,Basic,36-45,South,,32.4,12,0.1,0.0,1,0,0,0
CUST_005652,13,Basic,46-55,East,10.0,120.0,5,1.3,0.0,1,1,1,0
CUST_005653,2,Standard,18-25,South,8.2,38.8,6,0.9,1.0,0,0,0,0
CUST_005654,5,Basic,46-55,East,6.9,45.8,5,3.0,1.0,1,0,1,0
CUST_005655,1,Standard,36-45,South,1.3,17.1,4,1.1,3.0,2,1,0,1
CUST_005656,1,Basic,46-55,West,1.8,13.2,4,7.3,6.0,0,1,0,1
CUST_005657,13,Basic,56+,South,3.5,49.8,9,1.6,0.0,0,0,0,0
CUST_005658,23,Premium,36-45,East,45.0,60.1,9,2.1,1.0,1,1,0,0
CUST_005659,39,Basic,18-25,North,8.0,43.5,13,1.4,2.0,0,0,1,0
CUST_005660,11,Basic,26-35,South,13.6,30.7,6,0.5,2.0,0,0,1,0
CUST_005661,2,Basic,26-35,West,12.4,38.4,8,0.4,1.0,0,1,0,0
CUST_005662,1,Basic,18-25,South,1.3,93.6,8,0.6,3.0,0,1,0,0
CUST_005663,20,Basic,46-55,South,3.6,18.2,3,6.1,3.0,2,0,0,1
CUST_005664,10,Basic,26-35,East,11.4,23.5,4,1.0,2.0,0,0,0,0
CUST_005665,11,Standard,56+,North,0.4,20.9,4,5.8,1.0,4,0,0,1
CUST_005666,18,Standard,46-55,East,7.3,42.3,5,0.7,3.0,0,0,0,0
CUST_005667,14,Standard,26-35,South,14.4,16.9,8,4.0,2.0,0,0,2,0
CUST_005668,21,Basic,36-45,South,6.3,39.3,7,0.9,2.0,0,0,0,0
CUST_005669,1,Standard,36-45,West,13.0,24.5,8,6.4,2.0,0,0,1,0
CUST_005670,16,Basic,36-45,East,4.0,74.0,13,2.7,3.0,0,0,1,0
CUST_005671,22,Standard,36-45,South,6.0,13.4,9,1.2,,0,0,0,0
CUST_005672,4,Standard,18-25,East,13.6,48.1,9,8.6,2.0,0,0,0,0
CUST_005673,12,Basic,36-45,West,7.5,89.5,8,0.4,1.0,1,1,1,0
CUST_005674,4,Standard,36-45,East,1.5,7.3,3,20.0,1.0,0,0,0,1
CUST_005675,38,Premium,46-55,North,21.7,74.7,12,0.2,2.0,1,0,1,0
CUST_005676,1,Standard,46-55,South,10.3,20.5,10,2.6,3.0,0,1,1,0
CUST_005677,10,Basic,26-35,South,4.2,9.0,13,4.7,2.0,0,0,0,0
CUST_005678,2,Standard,18-25,North,13.4,18.2,4,4.2,1.0,1,0,0,0
CUST_005679,14,Premium,46-55,North,10.0,54.5,8,3.6,3.0,0,0,0,0
CUST_005680,2,Basic,56+,North,19.9,39.8,8,0.1,1.0,0,0,2,0
CUST_005681,3,Standard,26-35,West,16.8,26.6,7,1.1,1.0,1,0,0,0
CUST_005682,8,Basic,26-35,East,8.6,12.2,7,1.1,0.0,0,1,0,0
CUST_005683,29,Basic,26-35,South,11.9,10.4,8,0.2,2.0,0,1,1,0
CUST_005684,2,Standard,26-35,East,19.1,31.3,7,4.3,5.0,0,0,0,0
CUST_005685,1,Standard,26-35,East,8.5,13.6,6,0.8,1.0,0,0,1,0
CUST_005686,17,Standard,26-35,South,0.6,13.0,5,19.3,3.0,2,0,0,1
CUST_005687,8,Premium,36-45,South,17.7,16.4,16,3.2,0.0,0,1,0,0
CUST_005688,29,Basic,26-35,North,14.9,37.1,7,3.0,0.0,0,1,0,0
CUST_005689,1,Basic,18-25,East,15.3,16.9,15,0.3,0.0,0,0,1,0
CUST_005690,12,Premium,26-35,South,5.9,70.6,8,0.7,1.0,0,0,0,0
CUST_005691,3,Basic,46-55,South,20.1,15.5,2,1.2,1.0,0,1,0,0
CUST_005692,2,Standard,36-45,South,30.0,36.6,7,1.0,3.0,1,0,0,0
CUST_005693,13,Standard,56+,East,15.1,5.0,6,1.1,1.0,0,0,0,0
CUST_005694,10,Basic,36-45,East,6.6,62.2,11,1.0,0.0,1,0,0,0
CUST_005695,16,Basic,26-35,South,10.8,49.2,8,3.7,1.0,1,1,0,0
CUST_005696,4,Standard,26-35,North,13.0,49.4,5,3.2,3.0,0,1,1,0
CUST_005697,7,Premium,36-45,East,21.0,51.5,11,0.0,0.0,0,0,0,0
CUST_005698,6,Standard,36-45,West,9.7,36.6,7,0.6,2.0,0,0,0,0
CUST_005699,49,Standard,36-45,West,3.3,31.3,6,4.3,1.0,0,0,0,0
CUST_005700,4,Basic,46-55,West,13.8,16.5,12,2.4,1.0,0,1,3,0
CUST_005701,4,Basic,46-55,North,2.5,5.5,4,2.3,1.0,2,1,1,1
CUST_005702,5,Basic,18-25,North,,26.4,5,5.9,1.0,0,0,0,0
CUST_005703,9,Basic,46-55,East,4.2,18.8,6,2.1,3.0,0,0,1,0
CUST_005704,3,Basic,36-45,North,1.5,9.2,5,4.8,0.0,4,0,0,1
